ndvi,soil_moisture,temperature,rainfall,humidity,wind_speed,solar_radiation,irrigation_hours,crop_type,region,stress_risk,climate_index,water_balance
0.4273578191627594,22.84777789047744,36.65408704181677,195.7106739604717,50.07224468003239,18.83145616962077,700.9844890727609,11.065703333884503,soy,north,1,-34.03711843540832,269.7136202575
0.2467161632522809,56.85183846463212,29.968998041763275,159.68637563081873,74.58005213315994,0.1874971272222891,687.7258536717263,1.201157513468745,soy,west,0,-21.00230304590832,141.7289527237429
0.541493655077374,17.599476230110696,22.96218562706517,75.39729935527203,91.98086439000984,30.91606510867662,383.3656241887518,3.595628576141898,corn,north,1,4.961857322246434,88.39139948962583
0.7962966411199278,25.5772391021978,33.05843092838888,137.87563934895604,50.508266697156486,24.10966540780075,313.47553556955285,10.826816431306677,cotton,north,0,-18.03766609389996,213.08537273363393
0.8478064474222101,41.100853930705775,34.215532884665166,116.08882509586384,92.10480190326597,10.457192486170928,396.4199037694224,5.785400931718301,corn,north,0,-2.719473994239891,139.7273015283817
0.593055988434908,7.969997245853152,34.744063697482204,2.152095009070387,68.54547499619741,17.156296680230678,633.8652701742459,8.934140981823514,cotton,west,1,26.96109197551125,56.74944112982334
0.1968429603394901,33.78927196365262,39.60984654820943,143.08899547762286,49.38445842205813,36.70726520890038,636.1760000515808,4.525922684627014,corn,north,0,-17.205868339591454,148.73837577568355
0.6163348688972763,59.53738967340991,28.698271716548383,3.3055545427706168,84.29845056408352,21.23491306482633,657.6804104846553,10.005016809499132,corn,west,0,27.347332436604873,74.65745092121355
0.3221851744782493,34.606473018282806,22.77200621129355,186.18720598815253,52.088123964158406,2.4599474949991817,470.781226235438,5.975364990141857,corn,west,0,-36.329734519096654,223.16884967827752
0.1994294157705927,42.93782957854695,26.27361163279512,130.54684690127348,82.88105719414511,22.017282505843134,873.4116852113833,7.762283619286181,corn,south,0,-12.078397978434971,181.89607146134017
0.3639913762780501,49.93330447697657,34.74624050510905,174.57663579205675,64.3181798210752,6.460558599864088,213.42315789339312,11.58190034169824,soy,west,0,-25.61085857135836,255.64939870393007
0.1783285916785282,38.086749660857016,41.156824670012,89.06738704227509,67.51422747205636,2.404847349292813,220.70528937648288,0.9747405024666244,soy,north,0,3.24535924973355,57.65796739692932
0.2532731683202314,25.808077007610805,36.5844232882086,30.598913113558247,93.62062304074502,30.96921216803624,323.48355226757013,9.767544011949395,soy,north,0,24.17821998936497,91.68992994484361
0.3490111115579959,15.821831857460223,26.910522407562475,60.80464789579694,28.680072061868582,35.67861520035987,152.37565919895593,4.907158928735004,corn,south,1,-1.741170993340372,82.9657147755845
0.8700748733723097,21.560808082040943,15.818652678537411,120.31520149520776,67.62467092186084,37.49425193360058,150.93559201774,10.95115814778113,corn,south,1,-16.242165192775193,214.00813029448167
0.7542780401141946,49.70878119126721,16.125638673983552,141.45915554823466,92.97384229199903,21.38351844961165,117.96298453994794,7.863608661307264,cotton,south,0,-17.392722736477165,203.96960348732375
0.3807374398801834,13.883303216413426,33.656715085691744,43.4743683447147,23.64115740507865,33.22469050265363,937.1353455450512,4.89145027288841,cotton,west,1,5.1486070118780205,58.73215598790706
0.7663907965993272,20.87179249385975,27.461177801553013,149.8139027212715,53.95161884036594,18.29406314548624,307.89766142098813,10.138706767523006,corn,west,1,-23.16937592768705,223.7397925949485
0.3696878299309823,50.8563043661236,23.521149189682216,88.53673699971208,44.66838989435756,39.797426549119706,124.33415316782546,2.2977144956927256,soy,south,0,-8.218883445169222,87.9927327669571
0.6475743992265925,47.58827564703502,40.97565048446632,162.25998824628246,54.47077332410501,31.12512535704976,633.2141688483275,7.370837147778722,soy,south,0,-21.39358161527721,194.99270923960336
0.3369947282886709,28.567206866593228,30.851028234289192,169.77435121041708,80.09401496515255,13.550675768742243,590.0850879606353,11.600151533153566,cotton,south,0,-22.573091076378937,254.92483830766352
0.4905747051130313,40.511311328278985,39.29751785135555,58.38687129957485,89.50749092193578,22.94380082868772,637.6653867425501,0.1958540791575731,soy,north,0,16.104443935056928,21.047894239795028
0.1559484443379914,48.263125834825765,40.51957323125656,191.4737868345374,74.15940608444367,0.3105980093682259,907.3035540519328,7.401923483007844,corn,north,0,-26.402425540969862,224.9734484333593
