ndvi,soil_moisture,temperature,rainfall,humidity,wind_speed,solar_radiation,irrigation_hours,crop_type,region,stress_risk
0.4273578191627594,22.847777890477442,36.65408704181677,195.7106739604717,50.07224468003239,18.831456169620772,700.9844890727609,11.065703333884503,soy,north,1
0.24671616325228093,56.85183846463212,29.968998041763275,159.68637563081873,74.58005213315994,0.18749712722228917,687.7258536717263,1.201157513468745,soy,west,0
0.541493655077374,17.599476230110696,22.962185627065175,75.39729935527203,91.98086439000984,30.91606510867662,383.3656241887518,3.595628576141898,corn,north,1
0.7962966411199278,25.577239102197797,33.05843092838888,137.87563934895604,50.508266697156486,24.10966540780075,313.47553556955285,10.826816431306675,cotton,north,0
0.8478064474222101,41.100853930705775,34.215532884665166,116.08882509586383,92.10480190326597,10.457192486170928,396.4199037694224,5.785400931718301,corn,north,0
0.593055988434908,7.969997245853152,34.744063697482204,2.152095009070387,68.54547499619741,17.156296680230678,633.8652701742459,8.934140981823514,cotton,west,1
0.1968429603394901,33.78927196365262,39.60984654820943,143.08899547762286,49.38445842205813,36.70726520890038,636.1760000515808,4.525922684627014,corn,north,0
0.6163348688972763,59.53738967340991,28.698271716548383,3.3055545427706168,84.29845056408352,21.23491306482633,657.6804104846553,10.005016809499132,corn,west,0
0.32218517447824935,34.606473018282806,22.77200621129355,186.18720598815253,52.088123964158406,2.4599474949991817,470.781226235438,5.975364990141857,corn,west,0
0.19942941577059276,42.93782957854695,26.27361163279512,130.54684690127348,82.88105719414511,22.017282505843138,873.4116852113833,7.7622836192861815,corn,south,0
0.3639913762780501,49.93330447697657,34.74624050510905,174.57663579205675,64.3181798210752,6.460558599864088,213.42315789339312,11.581900341698239,soy,west,0
0.17832859167852827,38.086749660857016,41.156824670012,89.06738704227509,67.51422747205636,2.4048473492928135,220.70528937648288,0.9747405024666245,soy,north,0
0.25327316832023145,25.808077007610805,36.5844232882086,30.598913113558247,93.62062304074502,30.96921216803624,323.48355226757013,9.767544011949397,soy,north,0
0.3490111115579959,15.821831857460225,26.910522407562475,60.80464789579694,28.680072061868582,35.67861520035987,152.37565919895593,4.9071589287350035,corn,south,1
0.8700748733723097,21.560808082040946,15.818652678537413,120.31520149520777,67.62467092186084,37.49425193360058,150.93559201774,10.95115814778113,corn,south,1
0.7542780401141946,49.70878119126721,16.125638673983552,141.45915554823466,92.97384229199905,21.383518449611646,117.96298453994794,7.863608661307264,cotton,south,0
0.3807374398801834,13.883303216413426,33.656715085691744,43.4743683447147,23.64115740507865,33.22469050265363,937.1353455450512,4.89145027288841,cotton,west,1
0.7663907965993272,20.87179249385975,27.461177801553013,149.8139027212715,53.95161884036594,18.294063145486238,307.89766142098813,10.138706767523006,corn,west,1
0.36968782993098237,50.8563043661236,23.521149189682216,88.53673699971208,44.66838989435756,39.797426549119706,124.33415316782546,2.2977144956927256,soy,south,0
0.6475743992265925,47.58827564703502,40.975650484466314,162.25998824628246,54.47077332410501,31.12512535704976,633.2141688483275,7.3708371477787225,soy,south,0
0.33699472828867094,28.567206866593228,30.851028234289192,169.77435121041708,80.09401496515255,13.550675768742245,590.0850879606353,11.600151533153566,cotton,south,0
0.49057470511303136,40.511311328278985,39.29751785135555,58.38687129957485,89.50749092193578,22.943800828687717,637.6653867425501,0.19585407915757314,soy,north,0
0.15594844433799146,48.263125834825765,40.51957323125656,191.4737868345374,74.15940608444367,0.3105980093682259,907.3035540519329,7.401923483007844,corn,north,0
0.8768229382318788,40.1170621092906,32.37945130660974,173.4899568013168,27.601858102830953,20.729100535279827,492.7773814078191,3.9515240567686716,corn,north,0
0.39091674434271695,59.1064333713556,21.240164580181577,19.274027301624976,33.43337178511886,33.01608539361515,972.9848398741113,5.8353170964074454,cotton,north,0
0.25959390791260495,45.40982041855542,35.47077224884193,59.50207654406816,49.683340973711694,12.306895820143438,596.6181554715151,8.966561386818976,corn,south,0
0.1047163365936254,37.83461587461363,40.42733499212159,120.93162731976612,68.68064142792105,6.30499089414954,385.1298343443922,5.3827976632724726,corn,south,0
0.7988778653554828,7.8666280887988025,27.69393349585181,5.540726968470233,61.08679697073066,19.548451520867122,701.1349484495934,7.470531521383602,soy,west,1
0.20826037940891837,21.846461289890534,27.171686804660396,65.3711811409573,76.33390079921588,19.468971765165293,710.3633934373138,3.8319490509660485,cotton,north,1
0.5092178852446769,23.1161730798296,27.59918614875115,26.778523116359622,45.23594433518916,36.572333886315576,893.3181168151458,11.533216559486629,corn,north,1
0.36357412026645475,48.06107661687554,36.083433102845746,65.11715086705314,92.08855630444252,5.126665057161279,369.280502264758,7.947264836691522,corn,north,0
0.59045335659653,8.24685232320521,15.484326855872713,183.53084446574383,61.04921268253974,5.950776972247427,860.0648060588953,4.958495893428465,soy,south,1
0.7002038325562264,47.768672969367216,36.97360245112839,174.11692621774836,56.758664230179114,3.4942902721304447,543.9479318926021,1.9537790825143224,soy,south,0
0.7750250576885315,43.9577043988761,37.02120358943898,158.2104194893581,65.05666990745415,9.995121273903074,562.523480021571,4.512159798228042,soy,west,0
0.3734957703497732,12.25840363122435,37.74791461833185,196.4498308133883,58.146845192329835,34.466612510501925,700.3521969589468,9.688129642530622,soy,west,2
0.8492764344583735,23.43692561065147,39.86267713831893,40.78931872352183,67.89969216915988,29.324008436835168,273.1368027693526,9.845461833333683,cotton,west,1
0.23013711909504178,30.287403670147338,38.693983967411675,14.545870934982275,23.964757861455183,8.750671380455564,113.14059159234556,1.5973435046117443,corn,south,0
0.525000623871719,58.994377632397295,32.13980769968607,183.4104589833931,20.257001604007936,28.678606362526526,161.1232825959522,4.6714022917027815,cotton,north,0
0.30295978274288526,33.00803924451512,25.995622326186343,7.112767184264834,35.4240751776188,9.500181501313204,723.4884277366438,2.685661286702674,corn,south,0
0.7623007285175627,22.15812763186512,19.4398970021861,42.023031026108,66.25154550497864,4.794264522979184,240.44955878108394,3.9338451264389787,corn,north,1
0.29842008791537644,10.988476444486546,40.6161546541152,168.98544264448583,38.96605153894166,31.17466792172547,543.2300155282467,11.773979395409558,cotton,south,2
0.1678923733645278,59.943830905979965,19.568119223708656,182.46852861868126,73.84889799925443,38.982131820750745,122.52055991715089,10.762915670234763,corn,north,0
0.40764009508993515,13.853130704146562,16.96376697121675,134.8042125532364,59.16683735067942,9.206419531510539,981.4553196651877,7.182333816863251,soy,south,1
0.2659137261439012,17.9851147023306,18.197424507403415,171.74991696236054,58.010929920308186,36.85719397248481,931.0758364853052,1.5119014168411145,soy,west,1
0.3379102551041574,42.78380364298117,32.583139435270326,81.09896307623426,73.73641674331024,38.3569140136056,234.59242236732536,3.045411578724253,cotton,south,0
0.19119692556512133,13.301794411617257,34.59078715926004,75.77882962296832,37.335058675090984,15.60173181141189,626.2683477524041,2.2013381694926832,corn,north,1
0.6471414009770049,43.17421717898295,25.31676726166463,30.783899020823746,71.77508895041109,34.763335544768864,671.3781323173116,7.313902256001633,cotton,north,0
0.107425086762108,32.020258228319236,21.612617070943536,120.54610013096129,69.02620600722162,39.69694430482097,570.0621904475774,9.653602067333363,cotton,south,0
0.20767487323286363,45.76239959719011,41.78100604820189,98.2113329130213,35.91736207324347,22.84322157776559,324.52222723039347,0.767819236042433,soy,south,0
0.4995978604504162,15.81366121969514,16.494443931221902,97.88894558770345,51.363369981762744,18.504222400337657,141.42467011456864,7.9502521546570515,corn,west,1
0.8844899976963697,42.053746649931995,25.30088268969609,181.15433985102445,41.67253937396735,15.18802290605656,309.74086617218114,9.695410539449725,cotton,north,0
0.788502567393077,43.28723403377273,28.31714067526166,111.93222647511394,63.500121845735734,8.058288376772843,583.4593075327134,3.4933579975829825,soy,south,0
0.4917097246336718,51.07330906510873,39.396255700751475,49.52405542669014,82.96287212110461,37.202365386671445,945.9323869531264,2.8737352370705347,cotton,north,0
0.16718684099327075,59.716445492189166,38.31181993007985,55.25785232864708,80.19546965916112,32.36617986324295,490.5518295435242,8.916853721640672,cotton,south,0
0.7619493665876487,56.98239521530083,15.176792417490399,59.49480915417811,32.71160876203754,24.29842255763129,111.11704464238937,10.863036414534076,corn,north,0
0.4575650843418356,38.38160130490627,27.695105503023946,187.09086087095406,20.47874840435743,29.175503720566788,951.3990806758862,6.1464277110092445,soy,south,0
0.6602084794864116,8.925353012906035,28.75157546761654,181.45676961491614,57.060548548498964,37.68581216734378,139.32570610393157,7.2772145197021425,corn,west,1
0.188308523724736,11.881985496766827,23.778680271740704,16.930011288174796,76.96500759719878,0.5647071076425103,853.4710294600086,4.703678547649977,soy,west,1
0.43238013285895927,32.5009394126232,22.64222888437017,123.05086618864891,73.9175090067324,18.29307811263569,795.3240535587573,8.926939728456821,soy,south,0
0.17450586994060896,12.806162331609737,15.534465463371866,190.9797836781006,93.73943921165952,22.854909161286066,286.0197905120817,4.414593766522092,corn,west,1
0.16094747962582662,44.00568830662593,28.083095811789946,149.7230977672343,69.50958304263172,36.307378778508614,265.01731319133785,0.7948428984006068,corn,north,0
0.6526592242198193,11.26889821873203,15.2293716847823,193.57664012583538,57.824292894934366,39.36383428982849,697.4106046496456,1.2339901675916978,soy,west,1
0.8014127211396852,11.322308649173994,15.237352753927658,21.52969964934841,64.7338017581093,11.28351502315597,308.7600131081932,4.065381365037114,soy,north,1
0.5022459447168828,53.785526593432124,19.507022589808564,39.0312045396503,72.33383927727061,30.333027667769286,110.78188538891787,8.998720139349928,corn,west,0
0.26687761409260946,42.65106160526522,23.39850016386361,111.17987695570346,37.423993983819855,14.656346807324315,657.9498296734023,0.666390735460106,cotton,north,0
0.6326170951623008,24.672740057019926,21.362348013319433,119.7831169403548,22.625607087188914,8.356688904654753,400.3658495502731,9.235393497054499,corn,north,1
0.4579309095337577,16.854863194388052,18.89735668044527,33.223103338873926,87.46155256286123,21.536502167241586,665.989080676484,11.270950654573907,corn,south,1
